,,subsidiary,entityId,isperson,salutation,firstname,middlename,lastname,title,,companyname,Rep,email,phone,altphone,fax,Address1_AddressName,Address1_attention,Address1_Addressee,Address1_phone,Address1_line1,Address1_line2,Address1_city,Address1_state,Address1_zipCode,Address1_country,Address1_defaultBilling,Address1_defaultShipping,terms,taxable
2,46,,WOQ644327,,,,,,,,,,,,,,Billing,,3M Canada - London Manufacturing,,P. O. Box 33121,,St. Paul,MN,55133-0000,United States,TRUE,FALSE,,
3,46,,WOQ644327,,,,,,,,,,,,,,Shipping,,3M Canada - London Manufacturing,,,,,,,,FALSE,TRUE,,
1,47,,EAR127602,,,,,,,,"The ESAB Group, Inc.",Thomas Harbin,accountspayable@ESAB.com,(843) 673-7724,(843) 679-5879,(843) 673-7719,Mailing,,"The ESAB Group, Inc.",,PO Box 710,,Ashtabula,OH,44005-0710,United States,FALSE,FALSE,Net 30,TRUE
2,47,,EAR127602,,,,,,,,,,,,,,Billing,,"The ESAB Group, Inc.",,2800 Airport Road,Accts. Payable,Denton,TX,76207,United States,TRUE,FALSE,,
3,47,,EAR127602,,,,,,,,,,,,,,Shipping,,"The ESAB Group, Inc.",,256 Midway Drive,,Union,SC,29379,United States,FALSE,TRUE,,
1,48,,UIM226548,,,,,,,,White Horse Packaging Co.,Mark Mogar,,(864) 608-4869,,(864) 271-2726,Mailing,,White Horse Packaging Co.,,PO Box 1848,,Greenville,SC,29602-0000,United States,FALSE,FALSE,Net 30,TRUE
2,48,,UIM226548,,,,,,,,,,,,,,Billing,,White Horse Packaging Co.,,PO Box 1269,,Fountain Inn,SC,29644-0000,United States,TRUE,FALSE,,
3,48,,UIM226548,,,,,,,,,,,,,,Shipping,,White Horse Packaging Co.,,303 Dale Drive,,Fountain Inn,SC,29644,United States,FALSE,TRUE,,
1,49,,IAQ844389,,,,,,,Veritiv,Veritiv - Indianapolis,Mark Mogar,"ap.max@veritivcorp.com, magsouth@veritivcorp.com
",1-800-543-4447,(317) 299-2138,(317) 347-6038,Mailing,,Veritiv - Indianapolis,,5850 W. 80th Street,,Indianapolis,IN,46278-1320,United States,FALSE,FALSE,Net 60,TRUE
2,49,,IAQ844389,,,,,,,,,,,,,,Billing,,Veritiv - Indianapolis,,P O Box 62717,,Cincinnati,OH,45262-0717,United States,TRUE,FALSE,,
3,49,,IAQ844389,,,,,,,,,,,,,,Shipping,,Veritiv - Indianapolis,,5850 W. 80th Street,,Indianapolis,IN,46278-1320,United States,FALSE,TRUE,,
1,50,,EFV029584,,,,,,,Northrop Grumman,Northrop Grumman,Mark Mogar,apfscpoinvoices@ngc.com,(410) 765-1000,,(410) 765-6968,Mailing,,Northrop Grumman,,1745A West Nursery Road,,Linthicum,MD,21090,United States,FALSE,FALSE,Net 30,FALSE
2,50,,EFV029584,,,,,,,,,,,,,,Billing,,Northrop Grumman,,1745A West Nursery Road,,Linthicum,MD,21090,United States,TRUE,FALSE,,
3,50,,EFV029584,,,,,,,,,,,,,,Shipping,,Northrop Grumman,,"Gate 3A, Dock A",7323 Aviation Blvd.,Baltimore,MD,21240-2001,United States,FALSE,TRUE,,
1,51,,EDB251872,,,,,,,Kyocera,KYOCERA AVX Components LLC,Mark Mogar,avxap@avx.com,(843) 448-9411,,(843) 626-9632,Mailing,,KYOCERA AVX Components LLC,,1 AVX Boulevard,,Fountain Inn,SC,29644-9039,United States,FALSE,FALSE,Net 30,TRUE
2,51,,EDB251872,,,,,,,,,,,,,,Billing,,KYOCERA AVX Components LLC,,1 AVX Boulevard,,Fountain Inn,SC,29644-9039,United States,TRUE,FALSE,,
3,51,,EDB251872,,,,,,,,,,,,,,Shipping,,KYOCERA AVX Components LLC,,1 AVX Boulevard,,Fountain Inn,SC,29644-9039,United States,FALSE,TRUE,,
1,52,,WAW842664,,,,,,,,"Wesco Integrated Supply, Inc.",Thomas Harbin,invoices@wescodist.com,(516) 479-3920,,(516) 484-3049,Mailing,,"Wesco Integrated Supply, Inc.",,36 Harbor Park Drive,,Port Washington,NY,11050,United States,FALSE,FALSE,Net 30,FALSE
2,52,,WAW842664,,,,,,,,,,,,,,Billing,,"Wesco Integrated Supply, Inc.",,"33 Earle Ovington Blvd, Suite 608",,Uniondale,NY,11050,United States,TRUE,FALSE,,
3,52,,WAW842664,,,,,,,,,,,,,,Shipping,,"Wesco Integrated Supply, Inc.",,185 Thorn Hill Drive,,Warrendale,PA,15086,United States,FALSE,TRUE,,
1,53,,EOQ364546,,,,,,,Nitto Denko,Nitto Denko Automotive (formerly Nistem),Mark Mogar,ap_cpnittoinc@nitto.com,(757) 436-5540,,(757) 436-5934,Mailing,,Nitto Denko Automotive (formerly Nistem),,809 Principle Court,,Chesapeake,VA,23320,United States,FALSE,FALSE,Net 30,TRUE
2,53,,EOQ364546,,,,,,,,,,,,,,Billing,,Nitto Denko Automotive (formerly Nistem),,809 Principal Court,,Chesapeake,VA,23320,United States,TRUE,FALSE,,
3,53,,EOQ364546,,,,,,,,,,,,,,Shipping,,Nitto Denko Automotive (formerly Nistem),,809 Principal Court,,Chesapeake,VA,23320,United States,FALSE,TRUE,,
1,54,,EDW368753,,,,,,,,The ARC of Carroll County,,,(410) 848-4124,,,Mailing,,The ARC of Carroll County,,180 Kriders Church Road,,Westminster,MD,21158,United States,FALSE,FALSE,,FALSE
2,54,,EDW368753,,,,,,,,,,,,,,Billing,,The ARC of Carroll County,,180 Kriders Church Road,,Westminster,MD,21158,United States,TRUE,FALSE,,
3,54,,EDW368753,,,,,,,,,,,,,,Shipping,,The ARC of Carroll County,,180 Kriders Church Road,,Westminster,MD,21158,United States,FALSE,TRUE,,
1,55,,ROB070998,,,,,,,,Delta ModTech,Matthew Kay,,(800) 279-3358,(763) 755-7744,(763) 755-7799,Mailing,,Delta ModTech,,8445 Bunker Lake Blvd.,,Ramsey,MN,55303,United States,FALSE,FALSE,Net 30,TRUE
2,55,,ROB070998,,,,,,,,,,,,,,Billing,,Delta ModTech,,8445 Bunker Lake Blvd.,,Ramsey,MN,55303,United States,TRUE,FALSE,,
3,55,,ROB070998,,,,,,,,,,,,,,Shipping,,Delta ModTech,,8445 Bunker Lake Blvd.,,Ramsey,MN,55303,United States,FALSE,TRUE,,
1,56,,IOE959996,,,,,,,,"Pro Tapes & Specialties, Inc",Thomas Harbin,,(800) 345-0234,,(732) 346-0777,Mailing,,"Pro Tapes & Specialties, Inc",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,56,,IOE959996,,,,,,,,,,,,,,Billing,,"Pro Tapes & Specialties, Inc",,621 US 1 South,,Brunswick,NJ,08902,United States,TRUE,FALSE,,
3,56,,IOE959996,,,,,,,,,,,,,,Shipping,,"Pro Tapes & Specialties, Inc",,621 US 1 South,,Brunswick,NJ,08902,United States,FALSE,TRUE,,
1,57,,EPV432885,,,,,,,,Rotometrics Group-MO,,,(800) 325-3851,,(800) 768-6343,Mailing,,Rotometrics Group-MO,,800 Howerton Lane,,Eureka,MO,63025,United States,FALSE,FALSE,Net 30,TRUE
2,57,,EPV432885,,,,,,,,,,,,,,Billing,,Rotometrics Group-MO,,800 Howerton Lane,,Eureka,MO,63025,United States,TRUE,FALSE,,
3,57,,EPV432885,,,,,,,,,,,,,,Shipping,,Rotometrics Group-MO,,800 Howerton Lane,,Eureka,MO,63025,United States,FALSE,TRUE,,
1,58,,QSN810205,,,,,,,,"Taher, Inc.",Ed Rodriguez,,(936) 344-2204,,(936) 344-2207,Mailing,,"Taher, Inc.",,18185 HWY 75 N,,Willis ,TX,77378-7041,United States,FALSE,FALSE,Net 30,TRUE
2,58,,QSN810205,,,,,,,,,,,,,,Billing,,"Taher, Inc.",,18185 HWY 75 N,,Willis ,TX,77378-7041,United States,TRUE,FALSE,,
3,58,,QSN810205,,,,,,,,,,,,,,Shipping,,"Taher, Inc.",,18185 HWY 75 N,,Willis ,TX,77378,United States,FALSE,TRUE,,
1,59,,OIB819681,,,,,,,,"Top Tier Industrial, LLC",Jake Sowers,Dasaro@earthlink.net,(517) 206-1541,,(517) 784-2209,Mailing,,"Top Tier Industrial, LLC",,P. O. Box 4285,,Jackson,MI,49204,United States,FALSE,FALSE,Net 30,FALSE
2,59,,OIB819681,,,,,,,,,,,,,,Billing,,"Top Tier Industrial, LLC",,P. O. Box 4285,,Jackson,MI,49204,United States,TRUE,FALSE,,
3,59,,OIB819681,,,,,,,,,,,,,,Shipping,,"Top Tier Industrial, LLC",,3728 Luella,,Jackson,MI,49201,United States,FALSE,TRUE,,
1,60,,YSV087007,,,,,,,,Rand Whitney Mid-Atlantic,Thomas Harbin,,(717) 246-1661,,(717) 244-7570,Mailing,,Rand Whitney Mid-Atlantic,,175 Walnut Street,,Red Lion,PA,17356,United States,FALSE,FALSE,1% 10 Net 30,TRUE
2,60,,YSV087007,,,,,,,,,,,,,,Billing,,Rand Whitney Mid-Atlantic,,175 Walnut Street,,Red Lion,PA,17356,United States,TRUE,FALSE,,
3,60,,YSV087007,,,,,,,,,,,,,,Shipping,,Rand Whitney Mid-Atlantic,,175 Walnut Street,,Red Lion,PA,17356,United States,FALSE,TRUE,,
1,61,,EPV985522,,,,,,,Veritiv,Veritiv - Rochester,Mark Mogar,aptradeinvoices@veritivCorp.com,(585) 581-4100,,(585) 581-4761,Mailing,,Veritiv - Rochester,,1059 West Ridge Road,,Rochester,NY,14615,United States,FALSE,FALSE,Net 60,TRUE
2,61,,EPV985522,,,,,,,,,,,,,,Billing,,Veritiv - Rochester,,"Attn: MAX A/P, P. O. Box 625799",,Cincinnati,OH,45262,United States,TRUE,FALSE,,
3,61,,EPV985522,,,,,,,,,,,,,,Shipping,,Veritiv - Rochester,,1059 West Ridge Road,,Rochester,NY,14615,United States,FALSE,TRUE,,
1,62,,YIM342938,,,,,,,,"Lexmark Intl. Technology, S.A. (Juarez)",Donald Pennington,apmexmfg@lexmark.com,01152656 629-5628,,01152656 629-5609,Mailing,,"Lexmark Intl. Technology, S.A. (Juarez)",,"CP 508 Geneva CH 1215 C/O Lexmark Mexico, PO Box 17410",,El Paso,TX,79917,United States,FALSE,FALSE,60 Days  net,TRUE
2,62,,YIM342938,,,,,,,,,,,,,,Billing,,"Lexmark Intl. Technology, S.A. (Juarez)",,"Do Not Mail Invoices. CP 508 Geneva CH 1215 C/O Lexmark Mexico,",2931 Central Ave PMB 368,El Paso,TX,79905,United States,TRUE,FALSE,,
3,62,,YIM342938,,,,,,,,,,,,,,Shipping,,"Lexmark Intl. Technology, S.A. (Juarez)",,C/O Lexmark Intl Mexicana S de R.L. de C.V.,"C/O Kuehne & Nagel - 1325 Pendale Road, Suite F",El Paso,TX,79936,United States,FALSE,TRUE,,
1,63,,IDB726023,,,,,,,,Kyana Industrial Supply,Mark Mogar,purchasing@kyanaind.com,(502) 992-3333,,(502) 992-3342,Mailing,,Kyana Industrial Supply,,2501 Ampere Drive,,Louisville,KY,40299-3863,United States,FALSE,FALSE,Net 30,TRUE
2,63,,IDB726023,,,,,,,,,,,,,,Billing,,Kyana Industrial Supply,,2501 Ampere Drive,,Louisville,KY,40299-3863,United States,TRUE,FALSE,,
3,63,,IDB726023,,,,,,,,,,,,,,Shipping,,Kyana Industrial Supply,,2501 Ampere Drive,,Louisville,KY,40299,United States,FALSE,TRUE,,
1,64,,UPM465018,,,,,,,Veritiv,Veritiv - Joliet,Mark Mogar,aptradeinvoices@veritivcorp.com,(630) 227-4600,,(630) 227-4670,Mailing,,Veritiv - Joliet,,1701 Crossroads Drive,,Joliet,IL,60431,United States,FALSE,FALSE,Net 30,TRUE
2,64,,UPM465018,,,,,,,,,,,,,,Billing,,Veritiv - Joliet,,PO Box 45195,,Jacksonville,FL,32232,United States,TRUE,FALSE,,
3,64,,UPM465018,,,,,,,,,,,,,,Shipping,,Veritiv - Joliet,,1701 Crossroads Drive,,Joliet,IL,60431,United States,FALSE,TRUE,,
1,65,,UDB397685,,,,,,,,"TCOM, L.P.",Thomas Harbin,accountspayable@tcomlp.com,(252) 330-5555,,(252) 330-4306,Mailing,,"TCOM, L.P.",,7115 Thomas Edison Drive,"Columbia Gateway, Corporation Park",Columbia,MD,21046,United States,FALSE,FALSE,Net 30,FALSE
2,65,,UDB397685,,,,,,,,,,,,,,Billing,,"TCOM, L.P.",,7115 Thomas Edison Drive,"Columbia Gateway, Corporation Park",Columbia,MD,21046,United States,TRUE,FALSE,,
3,65,,UDB397685,,,,,,,,,,,,,,Shipping,,"TCOM, L.P.",,190 TCOM Drive,,Elizabeth City,NC,27909,United States,FALSE,TRUE,,
1,66,,EDQ013494,,,,,,,,BAPS Auto Paint & Supply,Thomas Harbin,tlberkheimer@bapspaint.com,(717) 793-2105,(717) 767-6544,(717) 793-2038,Mailing,,BAPS Auto Paint & Supply,,"2915 North George St., Suite #2",,York,PA,17406,United States,FALSE,FALSE,Net 30,TRUE
2,66,,EDQ013494,,,,,,,,,,,,,,Billing,,BAPS Auto Paint & Supply,,1805 Loucks Road Suite 800,,York,PA,17408,United States,TRUE,FALSE,,
3,66,,EDQ013494,,,,,,,,,,,,,,Shipping,,BAPS Auto Paint & Supply,,2770 Lewisberry Road,,York,PA,17404,United States,FALSE,TRUE,,
1,67,,EUW765006,,,,,,,,Regal Plastics Supply Co.,Jake Sowers,,(319) 232-8757,(816) 813-4290,(319) 234-6509,Mailing,,Regal Plastics Supply Co.,,117 Industrial Drive,,Waterloo,IA,50707,United States,FALSE,FALSE,Net 30,TRUE
2,67,,EUW765006,,,,,,,,,,,,,,Billing,,Regal Plastics Supply Co.,,111 E.10th Avenue,,North Kansas City,MO,64116,United States,TRUE,FALSE,,
3,67,,EUW765006,,,,,,,,,,,,,,Shipping,,Regal Plastics Supply Co.,,117 Industrial Drive,,Waterloo,IA,50707,United States,FALSE,TRUE,,
1,68,,WPB262231,,,,,,,,DeVito's Deli,Thomas Harbin,,(410) 250-1122,,,Mailing,,DeVito's Deli,,14302 Coastal Highway,,Ocean City,MD,21842,United States,FALSE,FALSE,Net 30,TRUE
2,68,,WPB262231,,,,,,,,,,,,,,Billing,,DeVito's Deli,,14302 Coastal Highway,,Ocean City,MD,21842,United States,TRUE,FALSE,,
3,68,,WPB262231,,,,,,,,,,,,,,Shipping,,DeVito's Deli,,14302 Coastal Highway,,Ocean City,MD,21842,United States,FALSE,TRUE,,
1,69,,WSN865392,,,,,,,,Piedmont National,Mark Mogar,"pncinvoices@pncorp.com
",(704) 588-2028,,(704) 588-8195,Mailing,,Piedmont National,,P. O. Box 20118,,Atlanta,GA,30325,United States,FALSE,FALSE,Net 30,TRUE
2,69,,WSN865392,,,,,,,,,,,,,,Billing,,Piedmont National,,P. O. Box 20118,,Atlanta,GA,30325,United States,TRUE,FALSE,,
3,69,,WSN865392,,,,,,,,,,,,,,Shipping,,Piedmont National,,"11445 Granite Street, Unit B",,Charlotte,NC,28273,United States,FALSE,TRUE,,
1,70,,TFW984145,,,,,,,Veritiv,Veritiv - Omaha,Mark Mogar,aptradeinvoices@veritivcorp.com,(402) 896-4810,(402) 896-9900,(402) 895-5531,Mailing,,Veritiv - Omaha,,10500 Sapp Brothers Drive,,Omaha,NE,68138,United States,FALSE,FALSE,Net 60,TRUE
2,70,,TFW984145,,,,,,,,,,,,,,Billing,,Veritiv - Omaha,,PO 625799,,Cincinnati,OH,45262,United States,TRUE,FALSE,,
3,70,,TFW984145,,,,,,,,,,,,,,Shipping,,Veritiv - Omaha,,10500 Sapp Brothers Drive,,Omaha,NE,68138,United States,FALSE,TRUE,,
1,71,,ISE414136,,,,,,,Kyocera,Kyocera AVX-Juarez,Mark Mogar,avxap@avx.com,(864) 967-2150,,,Mailing,,Kyocera AVX-Juarez,,PO Box 971116,,El Paso,TX,79997,United States,FALSE,FALSE,Net 30,TRUE
2,71,,ISE414136,,,,,,,,,,,,,,Billing,,Kyocera AVX-Juarez,,1 AVX Boulevard,,Fountain Inn,SC,29644-9039,United States,TRUE,FALSE,,
3,71,,ISE414136,,,,,,,,,,,,,,Shipping,,Kyocera AVX-Juarez,,950 Loma Verde Drive,Ceva C/O AVX Interconnect Dock Doors 16-26,El Paso,TX,79936,United States,FALSE,TRUE,,
1,72,,EPN136397,,,,,,,,Hauni-Richmond,Jake Sowers,ap@hauni.com,(804) 236-5326,,(804) 236-5335,Mailing,,Hauni-Richmond,,2800 Charles City Road,,Richmond,VA,23231,United States,FALSE,FALSE,Net 30,TRUE
2,72,,EPN136397,,,,,,,,,,,,,,Billing,,Hauni-Richmond,,2800 Charles City Road,,Richmond,VA,23231,United States,TRUE,FALSE,,
3,72,,EPN136397,,,,,,,,,,,,,,Shipping,,Hauni-Richmond,,2800 Charles City Road,,Richmond,VA,23231,United States,FALSE,TRUE,,
1,73,,EFQ487824,,,,,,,,"Unique Fabricating, Inc.",Mark Mogar,AP@uniquefab.com,(812) 424-3392,,(502) 587-1175,Mailing,,"Unique Fabricating, Inc.",,1001 West Oak Street,,Louisville,KY,40210,United States,FALSE,FALSE,net 45,TRUE
2,73,,EFQ487824,,,,,,,,,,,,,,Billing,,"Unique Fabricating, Inc.",,1001 West Oak Street,,Louisville,KY,40210,United States,TRUE,FALSE,,
3,73,,EFQ487824,,,,,,,,,,,,,,Shipping,,"Unique Fabricating, Inc.",,1001 West Oak Street,,Louisville,KY,40210,United States,FALSE,TRUE,,
1,74,,OAV133678,,,,,,,,BW Papersystems ( MarquipWardUnited ),Thomas Harbin,,(410) 584-7700,,(410) 785-1578,Mailing,,BW Papersystems ( MarquipWardUnited ),,"PO Box 4717, Attn: Accts. Payable",,Timonium,MD,21094-4717,United States,FALSE,FALSE,Credit Card,FALSE
2,74,,OAV133678,,,,,,,,,,,,,,Billing,,BW Papersystems ( MarquipWardUnited ),,"PO Box 4717, Attn: Accts. Payable",,Timonium,MD,21094-4717,United States,TRUE,FALSE,,
3,74,,OAV133678,,,,,,,,,,,,,,Shipping,,BW Papersystems ( MarquipWardUnited ),,10615 Beaver Dam Road,,Cockeysville,MD,21030,United States,FALSE,TRUE,,
1,75,,OFR559247,,,,,,,Veritiv,Veritiv - Portland,Mark Mogar,APTradeInvoices@VeritivCorp.com,(503) 261-7631,,(503) 256-6606,Mailing,,Veritiv - Portland,,9111 N. E. Columbia Blvd.,,Portland,OR,97220,United States,FALSE,FALSE,,FALSE
2,75,,OFR559247,,,,,,,,,,,,,,Billing,,Veritiv - Portland,,"Attn: MAX A/P, P. O. Box 625799",,Cincinnati,OH,45262,United States,TRUE,FALSE,,
3,75,,OFR559247,,,,,,,,,,,,,,Shipping,,Veritiv - Portland,,9111 N. E. Columbia Blvd.,,Portland,OR,97220,United States,FALSE,TRUE,,
1,76,,EUN127513,,,,,,,Atlantic,Atlantic Corp.-Wilmington,Mark Mogar,ACCOUNTSPAYABLE@ATLANTICPKG.COM,(800) 822-1786,,(919) 865-0154,Mailing,,Atlantic Corp.-Wilmington,,806 North 23rd Street,,Wilmington,NC,28405,United States,FALSE,FALSE,Net 30,TRUE
2,76,,EUN127513,,,,,,,,,,,,,,Billing,,Atlantic Corp.-Wilmington,,806 North 23rd Street,,Wilmington,NC,28405,United States,TRUE,FALSE,,
3,76,,EUN127513,,,,,,,,,,,,,,Shipping,,Atlantic Corp.-Wilmington,,806 North 23rd Street,,Wilmington,NC,28405,United States,FALSE,TRUE,,
1,77,,IFV325442,,,,,,,W. L. Gore & Associates,"W.L. Gore & Associates, Inc. (Airport Rd.)",Thomas Harbin,accountspayable-psd@wlgore.com,(410) 506-8786,,(410) 506-8749,Mailing,,"W.L. Gore & Associates, Inc. (Airport Rd.)",,P.O. Box 1550,,Elkton,MD,21922-1550,United States,FALSE,FALSE,Net 30,FALSE
2,77,,IFV325442,,,,,,,,,,,,,,Billing,,"W.L. Gore & Associates, Inc. (Airport Rd.)",,P.O. Box 1010,,Elkton,MD,21922-1010,United States,TRUE,FALSE,,
3,77,,IFV325442,,,,,,,,,,,,,,Shipping,,"W.L. Gore & Associates, Inc. (Airport Rd.)",,401 Airport Road,,Elkton,MD,21921,United States,FALSE,TRUE,,
1,78,,EDB724624,,,,,,,,"M.E. Taylor Engineering, Inc.",Thomas Harbin,sales@semicro.org; genetaylor@mac.com,(301) 975-9798,(301) 774-6246,(301) 975-9653,Mailing,,"M.E. Taylor Engineering, Inc.",,21604 Gentry Lane,,Brookeville,MD,20833,United States,FALSE,FALSE,Net 30,FALSE
2,78,,EDB724624,,,,,,,,,,,,,,Billing,,"M.E. Taylor Engineering, Inc.",,21604 Gentry Lane,,Brookeville,MD,20833,United States,TRUE,FALSE,,
3,78,,EDB724624,,,,,,,,,,,,,,Shipping,,"M.E. Taylor Engineering, Inc.",,15817 Crabb's Branch Way,,Rockville,MD,20855,United States,FALSE,TRUE,,
1,79,,USE739947,,,,,,,,"Elite Fasteners, Inc.",Thomas Harbin,,(410) 876-9991,,(410) 876-7382,Mailing,,"Elite Fasteners, Inc.",,"150 Airport Drive, Unit 11",,Westminster,MD,21157,United States,FALSE,FALSE,pia,FALSE
2,79,,USE739947,,,,,,,,,,,,,,Billing,,"Elite Fasteners, Inc.",,"150 Airport Drive, Unit 11",,Westminster,MD,21157,United States,TRUE,FALSE,,
3,79,,USE739947,,,,,,,,,,,,,,Shipping,,"Elite Fasteners, Inc.",,"150 Airport Drive, Unit 11",,Westminster,MD,21157,United States,FALSE,TRUE,,
1,80,,IFB021586,,,,,,,Veritiv,Veritiv - Carrollton,Mark Mogar,APTradeInvoices@VeritivCorp.com,(972) 982-3300,,(972) 982-3403,Mailing,,Veritiv - Carrollton,,2828 Trade Center Drive,,Carrollton,TX,75007,United States,FALSE,FALSE,Net 30,TRUE
2,80,,IFB021586,,,,,,,,,,,,,,Billing,,Veritiv - Carrollton,,2828 Trade Center Drive,,Carrollton,TX,75007,United States,TRUE,FALSE,,
3,80,,IFB021586,,,,,,,,,,,,,,Shipping,,Veritiv - Carrollton,,2828 Trade Center Drive,,Carrollton,TX,75007,United States,FALSE,TRUE,,
1,81,,QDB672017,,,,,,,Veritiv,Veritiv - Westampton ,Mark Mogar,aptradeinvoices@veritivcorp.com,(800) 358-9700,,(856) 574-9103,Mailing,,Veritiv - Westampton ,,1200 Highland Drive Suite 18,,Westampton,NJ,08060,United States,FALSE,FALSE,60 Days  net,TRUE
2,81,,QDB672017,,,,,,,,,,,,,,Billing,,Veritiv - Westampton ,,"Attn: MAX A/P, P. O. Box 625799",,Cincinnati,OH,45262,United States,TRUE,FALSE,,
3,81,,QDB672017,,,,,,,,,,,,,,Shipping,,Veritiv - Westampton ,,1200 Highland Drive Suite 18,,Westampton,NJ,08060,United States,FALSE,TRUE,,
1,82,,QGW409681,,,,,,,,"Adhesives Research, Inc.",Thomas Harbin,,(717) 227-8211,(717) 235-7979,(717) 235-4639,Mailing,,"Adhesives Research, Inc.",,"400 Seaks Run Road, P. O. Box 100",,Glen Rock,PA,17327,United States,FALSE,FALSE,Net 30,TRUE
2,82,,QGW409681,,,,,,,,,,,,,,Billing,,"Adhesives Research, Inc.",,"400 Seaks Run Road, P. O. Box 100",,Glen Rock,PA,17327,United States,TRUE,FALSE,,
3,82,,QGW409681,,,,,,,,,,,,,,Shipping,,"Adhesives Research, Inc.",,"400 Seaks Run Road, P. O. Box 100",,Glen Rock,PA,17327,United States,FALSE,TRUE,,
1,83,,YOM295078,,,,,,,,Xcaliber,Jake Sowers,ap@xcaliberinternational.com,(918) 824-0300,,(918) 824-0302,Mailing,,Xcaliber,,4747 NE 1st,,Pryor,OK,74361,United States,FALSE,FALSE,,TRUE
2,83,,YOM295078,,,,,,,,,,,,,,Billing,,Xcaliber,,4747 N.E. 1st,,Pryor,OK,74361,United States,TRUE,FALSE,,
3,83,,YOM295078,,,,,,,,,,,,,,Shipping,,Xcaliber,,4747 NE 1st,,Pryor,OK,74361,United States,FALSE,TRUE,,
1,84,,EOE933384,,,,,,,,"Agilent Technologies, Inc.",Ed Rodriguez,mailroom_gfs@agilent.com,1.877.424.4536,1.408.345.8886,,Mailing,,"Agilent Technologies, Inc.",,5301 Stevens Creek Blvd.,MS 53L-WA,Santa Clara,CA,95051,United States,FALSE,FALSE,Prepay,TRUE
2,84,,EOE933384,,,,,,,,,,,,,,Billing,,"Agilent Technologies, Inc.",,P.O. Box 2995,,Colorado Springs,CO,80901-2995,United States,TRUE,FALSE,,
3,84,,EOE933384,,,,,,,,,,,,,,Shipping,,"Agilent Technologies, Inc.",,5301 Stevens Creek Blvd.,MS 53L-WA,Santa Clara,CA,95051,United States,FALSE,TRUE,,
1,85,,YDV993284,,,,,,,,GM Nameplate-NC (Boyd),Mark Mogar,apinvoices@gmnameplate.com,(704) 283-8175,,(704) 289-6011,Mailing,,GM Nameplate-NC (Boyd),,300 Acme Drive,,Monroe,NC,28112,United States,FALSE,FALSE,Net 30,FALSE
2,85,,YDV993284,,,,,,,,,,,,,,Billing,,GM Nameplate-NC (Boyd),,2040 15th Avenue West,,Seattle,WA,98119,United States,TRUE,FALSE,,
3,85,,YDV993284,,,,,,,,,,,,,,Shipping,,GM Nameplate-NC (Boyd),,300 Acme Drive,,Monroe,NC,28112,United States,FALSE,TRUE,,
1,86,,RDE454792,,,,,,,,SunTech Medical,Mark Mogar,,(919) 654-2300,(800) 421-8626,(919) 654-2301,Mailing,,SunTech Medical,,507 Airport Blvd Suite 117,,Morrisville,NC,27560,United States,FALSE,FALSE,Net 30,TRUE
2,86,,RDE454792,,,,,,,,,,,,,,Billing,,SunTech Medical,,5827 South Miami Blvd. Suite 100,,Morrisville,NC,27560,United States,TRUE,FALSE,,
3,86,,RDE454792,,,,,,,,,,,,,,Shipping,,SunTech Medical,,507 Airport Blvd Suite 117,,Morrisville,NC,27560,United States,FALSE,TRUE,,
1,87,,WDR189848,,,,,,,Veritiv,Veritiv - Salt Lake City ,Mark Mogar,aptradeinvoices@veritivcorp.com,(801) 236-2400,,(801) 282-2686,Mailing,,Veritiv - Salt Lake City ,,5350 West Harold Gatty Drive,,Salt Lake City,UT,84116,United States,FALSE,FALSE,Net 30,TRUE
2,87,,WDR189848,,,,,,,,,,,,,,Billing,,Veritiv - Salt Lake City ,,PO Box 44178,,Jacksonville,FL,32231-4178,United States,TRUE,FALSE,,
3,87,,WDR189848,,,,,,,,,,,,,,Shipping,,Veritiv - Salt Lake City ,,5350 West Harold Gatty Drive,,Salt Lake City,UT,84116,United States,FALSE,TRUE,,
1,88,,UUE998299,,,,,,,,Camalloy Corporation,Thomas Harbin,,(800) 245-4940,(724) 222-2022,(724) 225-5555,Mailing,,Camalloy Corporation,,P. O. Box 248,,Washington,PA,15301,United States,FALSE,FALSE,Net 30,TRUE
2,88,,UUE998299,,,,,,,,,,,,,,Billing,,Camalloy Corporation,,P. O. Box 248,1960 North Main Street,Washington,PA,15301,United States,TRUE,FALSE,,
3,88,,UUE998299,,,,,,,,,,,,,,Shipping,,Camalloy Corporation,,1960 N. Main Street,,Washington,PA,15301,United States,FALSE,TRUE,,
1,89,,TDN780405,,,,,,,,Grand River Enterprises Six Nations Ltd.,Ed Rodriguez,,(519) 445-0919,,(519) 445-0257,Mailing,,Grand River Enterprises Six Nations Ltd.,,"2176 Chiefswood Road, Box 760",,Ohsweken,ON,N0A 1M0,Canada,FALSE,FALSE,Credit Card,TRUE
2,89,,TDN780405,,,,,,,,,,,,,,Billing,,Grand River Enterprises Six Nations Ltd.,,"2176 Chiefswood Road, Box 760",,Ohsweken,ON,N0A 1M0,Canada,TRUE,FALSE,,
3,89,,TDN780405,,,,,,,,,,,,,,Shipping,,Grand River Enterprises Six Nations Ltd.,,"2176 Chiefswood Road, Box 760",,Ohsweken,ON,N0A 1M0,Canada,FALSE,TRUE,,
