Item Name/Number,Internal Id,PACKAGING/FINISHING INSTRUCTIONS,Production Instruction
7485,1113,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 380'
Core Type –  3"" Paper (1/8"" wall)
Core Width – 12.000""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 
Box Size –  Best Fit Per Qty
Qty. Per Box – 1 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper (1/8"" wall)
Width – 12.000""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 200
Length per roll/unit –  380'
Finish – On Press
Application – "
7493,1114,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 243'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 150 
Box Size –  
Qty. Per Box – 150 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  243'
Finish – On Press
Application – "
7495,1115,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  14 x 14 x 8
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  
Finish – On Press
Application – "
7500,1116,"Number Across Run/Finish –  7/1
Where Finished –  On Press
Length per Roll/Unit – 1,080'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.625""
Core Label – 
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.625""
Number Across Run/FInish –  7/1
Core Label – 
±10% –  Yes
Unwind Dir. Run – Blue Out
Unwind Dir. Finish –  Blue Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  1,080'
Finish – On Press
Application – "
7501,1117,"Number Across Run/Finish –  12/1
Where Finished –  On Press
Length per Roll/Unit – 1,080'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.375""
Core Label – 
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  12 x 12 x 4
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.375""
Number Across Run/FInish –  12/1
Core Label – 
±10% –  Yes
Unwind Dir. Run – Blue Out
Unwind Dir. Finish –  Blue Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  1,080'
Finish – On Press
Application – "
7506,1118,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 179'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 300 Parts
Box Size –  9 x 9 x 13
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  179'
Finish – On Press
Application – "
7510,1119,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 524'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 38.1 mm
Core Label – Yes
Dividers – Lexmark style
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  14 x 14 x 8
Qty. Per Box – 25 M
Weight/box – 3
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 38.1 mm
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – See Drawing
Unwind Dir. Finish –  See Drawing
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 12,500
Length per roll/unit –  524'
Finish – Off Press
Application – "
7529,1120,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 196'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 4""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 3 Rolls
Box Size –  13 x 13 x 13
Qty. Per Box – 15 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 4""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,250
Length per roll/unit –  196'
Finish – On Press
Application – "
7530,1121,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 157'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 4.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  14 1/4 x 8 3/4  x 12 5/8
Qty. Per Box – 12 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 4.25""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  157'
Finish – On Press
Application – "
7543,1122,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 1 Sheet
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  14 x 14 x 8
Qty. Per Box – 100 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  2/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 10
Length per roll/unit –  1 Sheet
Finish – On Press
Application – "
7566,1123,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 148'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 300 Parts
Box Size –  10 x 10 x 10
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  148'
Finish – On Press
Application – "
7567,1124,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 72'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 300 Parts
Box Size –  14 x 14 x 8
Qty. Per Box – 4 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  72'
Finish – On Press
Application – "
7578,1125,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 47'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 300 Parts
Box Size –  13 x 13 x 13
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes - on bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  47'
Finish – On Press
Application – "
7579,1126,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 443'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 6.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  13 x 13 x 13
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 6.25""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,500
Length per roll/unit –  443'
Finish – On Press
Application – "
7580,1127,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 323'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 6.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  12 x 12 x 4
Qty. Per Box – 8 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 6.25""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  323'
Finish – On Press
Application – "
7581,1128,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 69'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 300 Parts
Box Size –  10 x 10 x 10
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes - on bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  69'
Finish – On Press
Application – "
7590,1129,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 131'
Core Type –  3"" Paper (1/8"" wall)
Core Width – 2.83""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 2 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper (1/8"" wall)
Width – 2.83""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,500
Length per roll/unit –  131'
Finish – On Press
Application – "
7596,1130,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 26'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 100 
Box Size –  12 x 12 x 10
Qty. Per Box – 3,000 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  2/1
Core Label – Yes - on bag
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  26'
Finish – On Press
Application – "
7597,1131,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 26'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  16 1/2 x 8 1/2 x 13
Qty. Per Box – 3,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  2/1
Core Label – Yes - on bag
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  26'
Finish – On Press
Application – "
7601,1132,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – See WO
Core Type –  3"" Plastic
Core Width – 6""
Core Label – Yes in core and on outside of roll.
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic
Width – 6""
Number Across Run/FInish –  1/1
Core Label – Yes in core and on outside of roll.
±10% –  No
Unwind Dir. Run – 5
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – See WO
Length per roll/unit –  See WO
Finish – Off Press
Application – "
7604,1133,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 17'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  12 x 12 x 12
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  17'
Finish – On Press
Application – "
7605,1134,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 17'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  14 x 14 x 8
Qty. Per Box – 2,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  17'
Finish – On Press
Application – "
7674,1135,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 179'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 300 Parts
Box Size –  16 1/2 x 8 1/2 x 13
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  179'
Finish – On Press
Application – "
7675,1136,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 510'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 4.125""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  14 x 14 x 8
Qty. Per Box – 6 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 4.125""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 3
Unwind Dir. Finish –  4
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  510'
Finish – Web Techniques
Application – "
7677,1137,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 209'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 2.50""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 M
Box Size –  14 x 14 x 8
Qty. Per Box – 8 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 2.50""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  209'
Finish – On Press
Application – "
7685,1138,"Number Across Run/Finish –  3/1
Where Finished –  Off Press
Length per Roll/Unit – 990'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 3.75 M
Box Size –  12 x 12 x 13
Qty. Per Box – 4 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 3,750
Length per roll/unit –  990'
Finish – Off Press
Application – "
