Item Name/Number,Display Name/Code,Vendor Name/Code,Primary Units Type Internal ID,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Consumption Unit,Primary Sales Unit,Description,Department,Location,PACKAGING/FINISHING INSTRUCTIONS,PACKAGING/FINISHING INSTRUCTIONS COMMENTS,P & S INSTRUCTIONS,PRODUCTION & SPECIAL INSTRUCTIONS,P & S COMMENTS,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Item Weight,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
8223,"Target Tape 1/4"" reflective dots with 2"" spacing - BLACK 1/2"" x 167'",6650-0504,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Target Tape - 1/4"" reflective dots with 2"" spacing - BLACK - 1/2"" x 167'",,Strouse-HQ,"Number Across Run/Finish –  4/1
Where Finished –  Web Techniques
Length per Roll/Unit – 167'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  8 x 8 x 8
Qty. Per Box – 24 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use core label format ""US TOOL CORE""","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.5""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Dots Out
Unwind Dir. Finish –  Dots Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  167'
Finish – Web Techniques
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.5""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Dots Out
Unwind Dir. Finish –  Dots Out
Diecut/Continuous/Sheet –  Continuous Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  167'
Finish – Web Techniques
Application – ",Use tape guide labeled JJ 6484,Use tape guide labeled JJ 6484,TRUE,Average,Default Cost Category,,TRUE,,138.395,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8239,"Slit Tape 3M 4950 2"" x 36Yd",8239,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 4950 - 2"" x 36Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  As rec'd
Length per Roll/Unit – As Rec'd
Core Type –  As Recd.
Core Width – 
Core Label – As rec'd
Dividers – As rec'd
Bag Size – 
Qty. Per Bag – As rec'd 
Box Size –  14 x 14 x 8
Qty. Per Box – As rec'd 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – 
Number Across Run/FInish –  1/1
Core Label – As rec'd
±10% –  Yes
Unwind Dir. Run – 
Unwind Dir. Finish –  As Rec'd
Diecut/Continuous/Sheet –  
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  As Rec'd
Finish – As rec'd
Application – ","Core  –  As Recd.
Width – 
Number Across Run/FInish –  1/1
Core Label – As rec'd
±10% –  Yes
Unwind Dir. Run – 
Unwind Dir. Finish –  As Rec'd
Diecut/Continuous/Sheet –  
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  As Rec'd
Finish – As rec'd
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,190.31,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
8252,"Slit Tape 3M 2090 2"" x 60Yd",1013297421,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 2090 - 2"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  As rec'd
Length per Roll/Unit – As Rec'd
Core Type –  As Recd.
Core Width – 
Core Label – 
Dividers – As rec'd
Bag Size – 
Qty. Per Bag – As rec'd 
Box Size –  16.5 x 16.5 x 8
Qty. Per Box – As rec'd 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – 
Number Across Run/FInish –  1/1
Core Label – 
±10% –  No
Unwind Dir. Run – 
Unwind Dir. Finish –  As Rec'd
Diecut/Continuous/Sheet –  
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  As Rec'd
Finish – As rec'd
Application – ","Core  –  As Recd.
Width – 
Number Across Run/FInish –  1/1
Core Label – 
±10% –  No
Unwind Dir. Run – 
Unwind Dir. Finish –  As Rec'd
Diecut/Continuous/Sheet –  
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  As Rec'd
Finish – As rec'd
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,6.14,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
8267,"Slit Tape 3M 468MP 20"" x 180Yd",468MP,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 468MP - 20"" x 180Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  As Received
Length per Roll/Unit – 180 Yd
Core Type –  As Recd.
Core Width – 20.0""
Core Label – As Received
Dividers – 
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  11 x 11 x 8
Qty. Per Box – As Received 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",BOXED ITEM ,"Core  –  As Recd.
Width – 20.0""
Number Across Run/FInish –  1/1
Core Label – As Received
±10% –  No
Unwind Dir. Run – 
Unwind Dir. Finish –  As Received
Diecut/Continuous/Sheet –  
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  180 Yd
Finish – As Received
Application – ","Core  –  As Recd.
Width – 20.0""
Number Across Run/FInish –  1/1
Core Label – As Received
±10% –  No
Unwind Dir. Run – 
Unwind Dir. Finish –  As Received
Diecut/Continuous/Sheet –  
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  180 Yd
Finish – As Received
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,914.898,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8274,"Slit Tape SG 25A25C 6"" x 300'",8274,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - SG 25A25C - 6"" x 300'",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 300'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 6""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 
Box Size –  16 x 16 x 10-1/4
Qty. Per Box – 4 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 6""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  300'
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 6""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  300'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,360,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8288,"Slit Tape ST-2119 1/2"" x 5,000'",film500-2119,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - ST-2119 - 1/2"" x 5,000'",,Strouse-HQ,"Number Across Run/Finish –  77/1
Where Finished –  On Press
Length per Roll/Unit – 5,000'
Core Type –  As Recd.
Core Width – 0.5""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 20 Rolls
Box Size –  Best Fit Per Qty
Qty. Per Box – 20 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – 0.5""
Number Across Run/FInish –  77/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  5,000'
Finish – On Press
Application – ","Core  –  As Recd.
Width – 0.5""
Number Across Run/FInish –  77/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  5,000'
Finish – On Press
Application – ",Measure and record durometer of log prior to slitting.,Measure and record durometer of log prior to slitting.,TRUE,Average,Default Cost Category,,TRUE,,16.1385,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,"2/14/2022 - Skip - The last couple orders we had trouble with the material coning after saw cutting. Brian Holz has reached out to Pregis to communicate the issues with them. They did an in house trial on some looser wound material and it appears we are making progress. Upon ordering the next log of material we need to make sure Pregis is aware we will be  Ceve cutting with a saw blade. 

Material changed to: Pregis Polymask 15106C. 9/22/2021. DDebus"
8346,"Die Cut Part GE PN 3074T08P02 1-7/16"" x 9/32""",8346,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Die Cut Part - GE PN 3074T08P02 - 1-7/16"" x 9/32""",,Strouse-HQ,"Number Across Run/Finish –  1/2
Where Finished –  On Press
Length per Roll/Unit – 65'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  11 x 11 x 8
Qty. Per Box – 7 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Add GE part number to core labels.

Remove 4 sets of parts at the end of each roll (to create a leader).","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  65'
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  65'
Finish – On Press
Application – ","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller
If standard foam is not working, use 2 layers of 1772 foam laminated together for die foam. Stick the foam to the die using the adhesive that comes on the 1772 foam to keep the foam from releasing so easily from the die. This is key to making this work. ","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller
If standard foam is not working, use 2 layers of 1772 foam laminated together for die foam. Stick the foam to the die using the adhesive that comes on the 1772 foam to keep the foam from releasing so easily from the die. This is key to making this work. ",TRUE,Average,Default Cost Category,,TRUE,,163,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,9/8/2021 - Skip - clicked step notification to follow up on foam application. See notes in step 2 of sequence of production. 
8348,"Die Cut Part GE PN T700 3/4"" x 1/8""",8348,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Die Cut Part - GE PN T700 - 3/4"" x 1/8""",,Strouse-HQ,"Number Across Run/Finish –  1/2
Where Finished –  On Press
Length per Roll/Unit – 37'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  8 x 8 x 8
Qty. Per Box – 16 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Add GE part number to core labels.

Remove 4 sets of parts at the end of each roll (to create a leader).","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  37'
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  37'
Finish – On Press
Application – ",Strip matrix from die. Use a Ceve Roller and use 2 layers of 1772 foam laminated together for die foam. Stick the foam to the die using the adhesive that comes on the 1772 foam to keep the foam from releasing so easily from the die. This is key to making this work. ,Strip matrix from die. Use a Ceve Roller and use 2 layers of 1772 foam laminated together for die foam. Stick the foam to the die using the adhesive that comes on the 1772 foam to keep the foam from releasing so easily from the die. This is key to making this work. ,TRUE,Average,Default Cost Category,,TRUE,,268,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"2/10/2022 - Skip - confirmed this is working well. See job costing for WO 111527 

9/8/2021 - Skip - clicked step notification to follow up on foam application. See notes in step 2 of sequence of production. "
8349,"Die Cut Part GE PN 6078T19P10 9/16"" x 1/8""",8349,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Die Cut Part - GE PN 6078T19P10 - 9/16"" x 1/8""",,Strouse-HQ,"Number Across Run/Finish –  1/2
Where Finished –  On Press
Length per Roll/Unit – 58'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Add GE part number to core labels.

Remove 4 sets of parts at the end of each roll (to create a leader).","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,000
Length per roll/unit –  58'
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,000
Length per roll/unit –  58'
Finish – On Press
Application – ","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller",TRUE,Average,Default Cost Category,,TRUE,,204,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"2/10/2022 - Skip - confirmed this is working well. See job costing for WO 111527 

-9/8/2021 - Skip - clicked step notification to follow up on foam application. See notes in step 2 of sequence of production. "
8356,"Slit Tape 3M 3903 1/2"" x 50Yd",8356,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 3903 - 1/2"" x 50Yd",,Strouse-HQ,"Number Across Run/Finish –  95/1
Where Finished –  On Press
Length per Roll/Unit – 50 Yd
Core Type –  As Recd.
Core Width – 0.5""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 20 Rolls
Box Size –  8 x 8 x 8
Qty. Per Box – 80 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – 0.5""
Number Across Run/FInish –  95/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  50 Yd
Finish – On Press
Application – ","Core  –  As Recd.
Width – 0.5""
Number Across Run/FInish –  95/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  50 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,5.75,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8359,"Die Cut Part GE PN 6051T72G02 1/2"" x 1/8""",8359,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Die Cut Part - GE PN 6051T72G02 - 1/2"" x 1/8""",,Strouse-HQ,"Number Across Run/Finish –  1/2
Where Finished –  On Press
Length per Roll/Unit – 52'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Add GE part number to core labels.

Remove 4 sets of parts at the end of each roll (to create a leader).","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,000
Length per roll/unit –  52'
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.5""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,000
Length per roll/unit –  52'
Finish – On Press
Application – ","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller",TRUE,Average,Default Cost Category,,TRUE,,444,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"9/8/2021 - Skip - clicked step notification to follow up on foam application. See notes in step 2 of sequence of production. 

3/12/2021 - RB - Part picking issues. MS Bird added Ceve juice roller and ran slow (1-2)."
8360,"Die Cut Part GE PN 5101T38G08-1 1-3/16"" x 9/32""",8630,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Die Cut Part - GE PN 5101T38G08-1 - 1-3/16"" x 9/32""",,Strouse-HQ,"Number Across Run/Finish –  1/2
Where Finished –  On Press
Length per Roll/Unit – 55'
Core Type –  3"" Paper (1/8"" wall)
Core Width – 1.500""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 7 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Add GE part number to core labels.

Remove 4 sets of parts at the end of each roll (to create a leader).","Core  –  3"" Paper (1/8"" wall)
Width – 1.500""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  55'
Finish – On Press
Application – ","Core  –  3"" Paper (1/8"" wall)
Width – 1.500""
Number Across Run/FInish –  1/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  55'
Finish – On Press
Application – ","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller","Strip matrix from die and use a thin foam if needed.
Use Ceve juice roller",TRUE,Average,Default Cost Category,,TRUE,,325.32,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"DDebus-5/8/2023. Updated estimate 56486 using FRA 310 replacing HDS-90, pending customer approval from samples made.


9/8/2021 - Skip - clicked step notification to follow up on foam application. See notes in step 2 of sequence of production. "
